Group,Author,uTime,Normal Time,HH:MM:SS,Text,Permalink,Likes
zoommemes,Mary Yang,1592349764,2020-06-16 23:22:44 PDT-0700,23:22:44,,,14000
zoommemes,Micah Wormack,1593107003,2020-06-25 17:43:23 PDT-0700,17:43:23,Hey everyone<comma> doing a little research and would appreciate your feedback. Hope everyone is staying safe and not too bored stuck at home. On a scale from 110 how difficult has it been transitioning from in person classes to online classes With 1 being easy transition and 10 being bro i cant do online Also would you consider taking a semester off if classes were online the following semester,,19
zoommemes,Devonne Boulware,1592279797,2020-06-16 03:56:37 PDT-0700,03:56:37,,,6400
zoommemes,Símran Parékh,1592201912,2020-06-15 06:18:32 PDT-0700,06:18:32,who else loved this as a kid  f r o m Subtle Average Asians,,2600
zoommemes,Jashley Nicole,1589661572,2020-05-16 20:39:32 PDT-0700,20:39:32,I LOVE IKEA SO MUCH.,,2700
zoommemes,Angeline Ang,1593022295,2020-06-24 18:11:35 PDT-0700,18:11:35,Who decided to call it possibility of a second outbreak and not a wave check ,,1100
zoommemes,Anoushka Chandra,1592582579,2020-06-19 16:02:59 PDT-0700,16:02:59,Out of all the memes I submitted 2 months ago yall approved this one ,,486
zoommemes,Tony Santos,1592699928,2020-06-21 00:38:48 PDT-0700,00:38:48,,,7700
zoommemes,Rishi Sundaresan,1592286366,2020-06-16 05:46:06 PDT-0700,05:46:06,,,1900
zoommemes,Maddie Morgan,1592596166,2020-06-19 19:49:26 PDT-0700,19:49:26,,,4200
zoommemes,Taylor Bailey,1590950410,2020-05-31 18:40:10 PDT-0700,18:40:10,iTs tHE qUencHiEsT when the world needed it most<comma> avatar returned ,,10000
zoommemes,Jorel Alegre,1590950369,2020-05-31 18:39:29 PDT-0700,18:39:29,,,6300
zoommemes,Diana Cristina Jumalon,1592596375,2020-06-19 19:52:55 PDT-0700,19:52:55,Since we started working remotely<comma> my job has decided to start using Discord to stay connected. This was my coworkers first foray into Discord.,,1800
zoommemes,Kishan Trivedi,1592156724,2020-06-14 17:45:24 PDT-0700,17:45:24,,,5700
zoommemes,Mfon Kester David,1592867397,2020-06-22 23:09:57 PDT-0700,23:09:57,LIBERATE ,,870
zoommemes,Worlds Best Beauties by Shanti Gulechha,1592765928,2020-06-21 18:58:48 PDT-0700,18:58:48,Pee on your own mask,,5700
zoommemes,Rachel Fu,1593022795,2020-06-24 18:19:55 PDT-0700,18:19:55,Was your summer internship canceled Looking for a great volunteer opportunity to put on your resume Look no further  join ConnectinPlace CIP is a free online summer camp for middle school and high schoolaged kids<comma> with college students leading 1hour sessions on topics like dance<comma> creative writing<comma> and coding. In addition to offering educational enrichment classes<comma> we are also organizing various support groups. We are currently in the first of two sessions for this p... See More,https://www.facebook.com/groups/zoommemes/permalink/354930028863142/,37
zoommemes,Student Problems,1592789888,2020-06-22 01:38:08 PDT-0700,01:38:08,DONATE HERE httpsblacktrans.orgcazoommemesforblacktranslives part 3 i improvise music until we finish raising 6000 for the Black Trans Advocacy Coalition<comma> the nations leading advocacy organization for Black trans people helping address the inequities faced in health<comma> employment<comma> housing<comma> education<comma> and currently offering financial assistance to Black trans people affected by COVID19 LEARN MORE HERE httpsblacktransmen.orgwhatwedo Feel free to suggest ... See More,https://www.facebook.com/groups/zoommemes/permalink/353218495700962/,641
zoommemes,Nathan Hollis,1592647380,2020-06-20 10:03:00 PDT-0700,10:03:00,Ok boomers,,7700
zoommemes,Jeff Liu,1592421154,2020-06-17 19:12:34 PDT-0700,19:12:34,,,3500
zoommemes,Yash Mirashi,1593107758,2020-06-25 17:55:58 PDT-0700,17:55:58,Guys New fun iso game Scramble is a remote scavenger hunt game. All you need is a video connection and some random household objects. Run around the house racing your friends and family for objects,,7
zoommemes,Hanna Dobrynski,1591775158,2020-06-10 07:45:58 PDT-0700,07:45:58,We went from making banana bread to learning how to dismantle the police,,12000
zoommemes,Ernesto Duran,1591829588,2020-06-10 22:53:08 PDT-0700,22:53:08,Ae yew fokin kiddeng me mayte,,5800
zoommemes,Gray Gaertner,1593015960,2020-06-24 16:26:00 PDT-0700,16:26:00,This is my mom<comma> a hero to me and subconsciously my everything ,,3500
zoommemes,Jasmine Brown,1592595563,2020-06-19 19:39:23 PDT-0700,19:39:23,postcovid nonzoom scenes,,3100
zoommemes,Jeff Liu,1590616089,2020-05-27 21:48:09 PDT-0700,21:48:09,,,51
zoommemes,Mark Madison,1592554842,2020-06-19 08:20:42 PDT-0700,08:20:42,Its gonna be weird listening to lecturers in person after listening to them on 2x speed for the last 2 months,,2500
zoommemes,Amanda Aw,1593106576,2020-06-25 17:36:16 PDT-0700,17:36:16,Big oof for my Jersey people,,87
zoommemes,Stephanie Lin,1592421518,2020-06-17 19:18:38 PDT-0700,19:18:38,Idk who the op is but had to share ,,11000
zoommemes,Rachel Wang,1591678269,2020-06-09 04:51:09 PDT-0700,04:51:09,raise your hand if youve lost all motivation to complete the semester,,974
zoommemes,Temi Ijisesan,1592765834,2020-06-21 18:57:14 PDT-0700,18:57:14,I didnt zone out<comma> I zoomed out its different,,1500
zoommemes,Capital XTRA,1592160195,2020-06-14 18:43:15 PDT-0700,18:43:15,,,17000
zoommemes,Moises Balayla,1591604236,2020-06-08 08:17:16 PDT-0700,08:17:16,,,536
zoommemes,Megan Katrina Edward,1592370592,2020-06-17 05:09:52 PDT-0700,05:09:52,,,8000
zoommemes,Raksha Kannan,1592798230,2020-06-22 03:57:10 PDT-0700,03:57:10,,,1300
zoommemes,Sophie Grey,1591829360,2020-06-10 22:49:20 PDT-0700,22:49:20,,,4100
zoommemes,Rachael Lydia Middleton,1589809705,2020-05-18 13:48:25 PDT-0700,13:48:25,I cant be the only one,,6300
zoommemes,Ph.D. Humour and Facts,1592508922,2020-06-18 19:35:22 PDT-0700,19:35:22,for quaranteens doing long distance or stuck in the CovidZone <comma> weve put together a collection of virtual activities and date nights for your Zoom dates to come<comma> share with those in need  httpsletsfondue.comfonduemap,,958
zoommemes,Tanima Chakma,1593047438,2020-06-25 01:10:38 PDT-0700,01:10:38,ANY PARKS AND REC FANS A FREAKIN PARKS AND REC SPECIAL OMG FOR COVID RELIEF 3,,142
zoommemes,Danny Casale,1591731085,2020-06-09 19:31:25 PDT-0700,19:31:25,unfortunate,,22000
zoommemes,Laura Chapman,1592699909,2020-06-21 00:38:29 PDT-0700,00:38:29,,,2500
zoommemes,Amy Miller,1589644940,2020-05-16 16:02:20 PDT-0700,16:02:20,You ever get so bored in iso you make your own Harry Potter digital escape room Inspired by the HP digital escape room thats been floating around<comma> I decided to make my own<comma> designed to be done with your friends  On average it takes about 1  1.5 hours to complete and can be done with however many people you want. Can also be done solo if you have no friends  HOW IT WORKS Get on a group call with all your mates<comma> make sure you each open up the link on your own device<comma> and ... See More,https://www.facebook.com/groups/zoommemes/permalink/294984968190982/,3200
zoommemes,Venus Triplitt-Bubbles,1592762391,2020-06-21 17:59:51 PDT-0700,17:59:51,Dang it,,1400
zoommemes,Srivatsa Kumar,1593107045,2020-06-25 17:44:05 PDT-0700,17:44:05,haha anyway anyone want to play maplestory with me after the semester end queer folx especially welcomed.  gamers welcome to chat me up on discord this post was back from two months ago when maplestory was having a double exp event lol i alrd deleted it. sentiment still counts tho,,12
zoommemes,Gean Vincent Almendras,1591816284,2020-06-10 19:11:24 PDT-0700,19:11:24,चयउ नखऊ ह नन See Translation,,14000
zoommemes,Angeline Ang,1592554711,2020-06-19 08:18:31 PDT-0700,08:18:31,Professors when they lag for a solid 10sec then double up in 1sec,,1200
zoommemes,Ana Singh,1593107494,2020-06-25 17:51:34 PDT-0700,17:51:34,what week is it bro,,88
zoommemes,Matthew Wong,1593106782,2020-06-25 17:39:42 PDT-0700,17:39:42,Essentials,,5
zoommemes,Kaustubh Khamgaonkar,1592765995,2020-06-21 18:59:55 PDT-0700,18:59:55,,,585
zoommemes,Brian YJ Lee,1593108040,2020-06-25 18:00:40 PDT-0700,18:00:40,,,50
zoommemes,Caroline Lim,1593108015,2020-06-25 18:00:15 PDT-0700,18:00:15,Save life,,137
zoommemes,Julie Huang,1593042856,2020-06-24 23:54:16 PDT-0700,23:54:16,Hey yall  I am creating this video project called to honor the Class of 2020s college experience and share it with the world. I want this project to be super inclusive and feature people from colleges and universities around the world. This post has more information about it httpswww.linkedin.comamaraanigbomycovidgraduationm Please share this with your friends and lets make history ,,19
zoommemes,Sophie Gerchikov,1593107514,2020-06-25 17:51:54 PDT-0700,17:51:54,,,184
zoommemes,Arielle Wilbur,1593106527,2020-06-25 17:35:27 PDT-0700,17:35:27,Tag your friends  Collab with Lizzie Edwards for our IG meme page FarmToMarketMemes,,12
zoommemes,,1593106692,2020-06-25 17:38:12 PDT-0700,17:38:12,When all the kids with a streaming setup get put in the same class,,15
zoommemes,Music Life,1593106346,2020-06-25 17:32:26 PDT-0700,17:32:26,Anyone else gonna submit something like this And yes<comma> class about Beatles do exists,,2
zoommemes,Moksheta Chellani,1592582576,2020-06-19 16:02:56 PDT-0700,16:02:56,Quarantine mood Me I need to sleep Body thats not happening Me tries to sleep... See More,https://www.facebook.com/groups/zoommemes/permalink/306653640357448/,990
zoommemes,Luo Yang,1592555053,2020-06-19 08:24:13 PDT-0700,08:24:13,My brain at 4 am go to sleep Me Makes a meme,,1900
zoommemes,Janice Harper,1592325940,2020-06-16 16:45:40 PDT-0700,16:45:40,,,4100
zoommemes,Katie Zhao,1592286793,2020-06-16 05:53:13 PDT-0700,05:53:13,,,8400
zoommemes,Kankshini Pabba,1593022687,2020-06-24 18:18:07 PDT-0700,18:18:07,,,243
zoommemes,The Duck King,1592350098,2020-06-16 23:28:18 PDT-0700,23:28:18,,,294
zoommemes,Muhammad Umar,1593015977,2020-06-24 16:26:17 PDT-0700,16:26:17,Another one...I dont even think the HORNY POLICE could  this,,52
zoommemes,,1593015972,2020-06-24 16:26:12 PDT-0700,16:26:12,I thought I was stressed<comma> but this is ungodly,,96
zoommemes,Zoom Memes for Self Quarantining Teens,1592762291,2020-06-21 17:58:11 PDT-0700,17:58:11,No need to sugarcoat it ,,1400
zoommemes,Bobathy Boba,1592762281,2020-06-21 17:58:01 PDT-0700,17:58:01,HaCceRmAn,,2800
zoommemes,Fatima Al Romaithi,1593042986,2020-06-24 23:56:26 PDT-0700,23:56:26,When no one else in your zoom lecture wants to answer the question so you raise your hand just to end the awkward silence,,83
zoommemes,Juan Hernandez,1592867251,2020-06-22 23:07:31 PDT-0700,23:07:31,,,4300
zoommemes,Christie Hiroko Wood,1592867472,2020-06-22 23:11:12 PDT-0700,23:11:12,I never knew I would relate to this so much. It truly is harder than it looks,,288
zoommemes,Matt Bernstein,1592765809,2020-06-21 18:56:49 PDT-0700,18:56:49,Hi friends please double check where youre sending your messages. I messed up twice  Kena Haun,,256
zoommemes,Rachel Minckler,1590449814,2020-05-25 23:36:54 PDT-0700,23:36:54,Everyone practice safe social distancing Boston,,2100
zoommemes,Jacob Bauer,1592160280,2020-06-14 18:44:40 PDT-0700,18:44:40,Something so controversial yet so brave,,17000
zoommemes,Philosopher Games,1591829908,2020-06-10 22:58:28 PDT-0700,22:58:28,,,396
zoommemes,Shayan Rasheed,1592113531,2020-06-14 05:45:31 PDT-0700,05:45:31,Any future History Professors excited about the 2020 unit,,1100
zoommemes,The Best Movie Lines,1592286840,2020-06-16 05:54:00 PDT-0700,05:54:00,,,468
zoommemes,Aqsa Noor,1592867698,2020-06-22 23:14:58 PDT-0700,23:14:58,huh turns out that impossible question posted on Chegg mightve been fake ,,649
zoommemes,Lazy Potato,1591643957,2020-06-08 19:19:17 PDT-0700,19:19:17,,,4400
zoommemes,Emily Chandler,1591829853,2020-06-10 22:57:33 PDT-0700,22:57:33,,,5600
zoommemes,Jeffrey Wang,1592523207,2020-06-18 23:33:27 PDT-0700,23:33:27,Time to end the virus guys ,,2400
zoommemes,Kamren Walker,1592522611,2020-06-18 23:23:31 PDT-0700,23:23:31,Since this is one of the largest groups spanning across the globe that im a member of has anyone in here caught COVID I know tons of people that are still denying its existence. Im kind of curious to hear about your experiences. My mom is a Home Care nurse and she hasnt had any symptoms but she knows a lot of patients who have it My great uncle tested positive and was close to death for months but just recovered My girlfriend and I both work food service in Cincinnati OH and most of our customers dont wear masks<comma> and most people seem to have moved past it.,,647
zoommemes,Student Problems,1591828367,2020-06-10 22:32:47 PDT-0700,22:32:47,When you manage to get out of bed before noon,,661
zoommemes,Benjamin Thomas,1591677292,2020-06-09 04:34:52 PDT-0700,04:34:52,this isnt how i expected to evolve,,4600
zoommemes,Elizabeth Le,1592402893,2020-06-17 14:08:13 PDT-0700,14:08:13, ,,765
zoommemes,Jo Smith,1592402874,2020-06-17 14:07:54 PDT-0700,14:07:54,oppa ,,2900
zoommemes,Bhavini Sharma,1586143845,2020-04-06 03:30:45 PDT-0700,03:30:45,Can the coronavirus save me from having to take the MCAT,,12000
zoommemes,Jimmi Hopkins,1591613396,2020-06-08 10:49:56 PDT-0700,10:49:56,,,4600
zoommemes,Nick Stanley,1589291595,2020-05-12 13:53:15 PDT-0700,13:53:15,zoom,,2400
zoommemes,Allison Ou,1592024311,2020-06-13 04:58:31 PDT-0700,04:58:31,,,9400
zoommemes,Janice Harper,1590603321,2020-05-27 18:15:21 PDT-0700,18:15:21,The struggle,,9800
zoommemes,Eve Skosey-LaLonde,1590915246,2020-05-31 08:54:06 PDT-0700,08:54:06,,,2700
zoommemes,Kayce Meadows,1591829721,2020-06-10 22:55:21 PDT-0700,22:55:21,Quarantine Day I dont even know anymore,,3200
zoommemes,Maya Prin Thagoon,1592279489,2020-06-16 03:51:29 PDT-0700,03:51:29,,,14000
zoommemes,Mossaab Abaouz,1592396995,2020-06-17 12:29:55 PDT-0700,12:29:55,,,13000
zoommemes,Joanna Kuniszyk,1591644202,2020-06-08 19:23:22 PDT-0700,19:23:22,,,8700
zoommemes,Daniel Flint,1592244485,2020-06-15 18:08:05 PDT-0700,18:08:05,Me in class,,449
zoommemes,Kwaku Jyamfi,1592523217,2020-06-18 23:33:37 PDT-0700,23:33:37,inspired by httpswww.facebook.comgroupszoommemespermalink306002203755925 this is a joke haha jk unless ,,253
zoommemes,Amir Livadic,1592496107,2020-06-18 16:01:47 PDT-0700,16:01:47,Being stuck inside all the time and forced to reflect on yourself as a person 247,,1200
zoommemes,Russel Pitt,1590031876,2020-05-21 03:31:16 PDT-0700,03:31:16,It be like that,,5600
zoommemes,Anna Banowsky,1592867402,2020-06-22 23:10:02 PDT-0700,23:10:02,hey everyone so I make redbubble stickers and I decided to make a whole bunch of quarantinethemed ones Ill leave the link below but I think they are pretty funny and yall would enjoy checking them out my insta for my business is designedbyrachel for college designs and more httpswww.redbubble.compeoplerpadnisshop,,79
zoommemes,David Jackson,1588197310,2020-04-29 21:55:10 PDT-0700,21:55:10,It really be like that sometimes,,17000
zoommemes,Sarah Nelson,1591598281,2020-06-08 06:38:01 PDT-0700,06:38:01,,,1900
zoommemes,Bakhtyar Siddiqui,1591026776,2020-06-01 15:52:56 PDT-0700,15:52:56,Quarantine schedules can be hard to coordinate,,11000
zoommemes,Kira Namiko Wales,1590366544,2020-05-25 00:29:04 PDT-0700,00:29:04,how did we have the energy,,19000
zoommemes,Josef Hicks,1587358467,2020-04-20 04:54:27 PDT-0700,04:54:27,Hi everyone If yall want a game with no limit on the number for your zoom calls<comma> Covidopoly is for you. httpscovidopoly.io Ive made an online<comma> multiplayer card game called Covidopoly. I made it to play with my team and friends while were stuck at home. Weve been having a lot of fun with it<comma> so I figured Id put it out for everybody else. facebook group httpswww.facebook.comgroups703406470404317... See More,https://www.facebook.com/groups/zoommemes/permalink/295625084793637/,3900
zoommemes,Great British Memes,1590524249,2020-05-26 20:17:29 PDT-0700,20:17:29,Ending the semester strongly ,,23000
zoommemes,Aditya Joglekar,1592097012,2020-06-14 01:10:12 PDT-0700,01:10:12,quarantine tings,,4800
zoommemes,Bobathy Boba,1592647429,2020-06-20 10:03:49 PDT-0700,10:03:49,,,315
zoommemes,Dhruv Nandakumar,1592402928,2020-06-17 14:08:48 PDT-0700,14:08:48,,,5900
zoommemes,Kevin Pham,1592766058,2020-06-21 19:00:58 PDT-0700,19:00:58,,,294
zoommemes,Natalie DiMundo,1592370569,2020-06-17 05:09:29 PDT-0700,05:09:29,,,14000
zoommemes,Ben Lin,1584372292,2020-03-16 15:24:52 PDT-0700,15:24:52,,,3200
zoommemes,Jesse Uwu,1593042863,2020-06-24 23:54:23 PDT-0700,23:54:23,Hey yall  I am creating this video project called to honor the Class of 2020s college experience and share it with the world. I want this project to be super inclusive and feature people from colleges and universties around the world. This post has more information about it httpswww.linkedin.comamaraanigbomycovidgraduationm Please share this with your friends and lets make history ,,17
zoommemes,Cristian Ortiz,1592845712,2020-06-22 17:08:32 PDT-0700,17:08:32,zoo,,356
zoommemes,Venus Triplitt-Bubbles,1592647292,2020-06-20 10:01:32 PDT-0700,10:01:32,i couldnt stop thinking about this meme so i finally made it,,1100
zoommemes,Cindy Quach,1592496122,2020-06-18 16:02:02 PDT-0700,16:02:02,,,2000
zoommemes,Hanna Dobrynski,1592867811,2020-06-22 23:16:51 PDT-0700,23:16:51,,,1000
zoommemes,Gurtej Barhmi,1588029059,2020-04-27 23:10:59 PDT-0700,23:10:59,,,19000
zoommemes,Arfin Mith,1592596422,2020-06-19 19:53:42 PDT-0700,19:53:42,,,3500
zoommemes,Humans of Tumblr,1592522704,2020-06-18 23:25:04 PDT-0700,23:25:04,Who would be interested in a virtual MUN Depending on interest<comma> it may have multiple committees<comma> topics<comma> etc. Thinking it should focus on issues and responses of multilateral organizations to COVID19. Can be as serious or frivolous as chairs allow. Zoom would mean no need for note passing<comma> although it would let chairs see what notes are being passed and call delegates out.... See More,https://www.facebook.com/groups/zoommemes/permalink/306199357069543/,402
zoommemes,Jordan Spindel,1592096878,2020-06-14 01:07:58 PDT-0700,01:07:58,,,3300
zoommemes,Jeff Liu,1592765985,2020-06-21 18:59:45 PDT-0700,18:59:45,,,2400
zoommemes,Hima Chan,1585459785,2020-03-29 05:29:45 PDT-0700,05:29:45,,,1700
zoommemes,Ana Singh,1590957168,2020-05-31 20:32:48 PDT-0700,20:32:48,pc ASU memes for innovative teens,,5800
zoommemes,Marcelino Hernandez,1591039496,2020-06-01 19:24:56 PDT-0700,19:24:56,,,414
zoommemes,Nathan Marquam,1591604173,2020-06-08 08:16:13 PDT-0700,08:16:13,I just had an intense conversation w my stuffed animal wdym ,,8400
zoommemes,Neeraj Vamshi,1591604127,2020-06-08 08:15:27 PDT-0700,08:15:27,,,2700
zoommemes,Niamh McIntosh-Yee,1591763747,2020-06-10 04:35:47 PDT-0700,04:35:47,When you quarantine for so long that now you dont even know how to function your limbs,,874
zoommemes,Kyle Barrett,1591829726,2020-06-10 22:55:26 PDT-0700,22:55:26,,,1600
zoommemes,Yang Unfiltered,1591830006,2020-06-10 23:00:06 PDT-0700,23:00:06,,,2400
zoommemes,Victoria Mei Brendel,1591917339,2020-06-11 23:15:39 PDT-0700,23:15:39,Prof be trippin after reading it,,14000
zoommemes,Ari Miller,1591917928,2020-06-11 23:25:28 PDT-0700,23:25:28,,,541
zoommemes,Pablo Piecatso,1591829629,2020-06-10 22:53:49 PDT-0700,22:53:49,Spoiler alert,,581
zoommemes,Ernesto González,1591760108,2020-06-10 03:35:08 PDT-0700,03:35:08,,,4900
zoommemes,Melinda Zsori,1592024216,2020-06-13 04:56:56 PDT-0700,04:56:56,In 2020 we dont say i care about you instead we say haha loool Edit its 615. Im sitting sipping soup. My dad is trying to show my mom a video on WeChat. She said saw it already. Its official<comma> theyre getting a divorce. Shameless plug haha jk I dont need clout,,3700
zoommemes,Bakhtyar Siddiqui,1592072805,2020-06-13 18:26:45 PDT-0700,18:26:45,Were waiting ,,11000
zoommemes,Kishan Trivedi,1592160149,2020-06-14 18:42:29 PDT-0700,18:42:29,hAnG iN tHeRe ,,3500
zoommemes,Kwaku Jyamfi,1592286426,2020-06-16 05:47:06 PDT-0700,05:47:06, Edit I submitted this at least a month ago and its still true ,,778
zoommemes,Sagar Hugar,1593021891,2020-06-24 18:04:51 PDT-0700,18:04:51,The past few weeks have shown how our society systemically oppresses Black people and resists change even when millions of people demand reform. A major perpetrator of antiBlack racism is our education system. Our public school system chronically fails to provide the full picture of the ramifications of slavery<comma> the oppression of Black Americans and how racism in this country never diedit evolved. ... See More,https://www.facebook.com/groups/zoommemes/permalink/354162908939854/,62
zoommemes,Kyle Barrett,1592496220,2020-06-18 16:03:40 PDT-0700,16:03:40,,,1000
zoommemes,Li Shun,1593015965,2020-06-24 16:26:05 PDT-0700,16:26:05,The worst nationwide zoom class of all<comma> facts or lack thereof,,6
zoommemes,TK Karunarathna,1593015894,2020-06-24 16:24:54 PDT-0700,16:24:54,give me back my senior year ,,115
zoommemes,Josh Mariscal,1590341186,2020-05-24 17:26:26 PDT-0700,17:26:26,,,6500
zoommemes,Jessica Echevarria,1592113434,2020-06-14 05:43:54 PDT-0700,05:43:54,Wow,,20000
zoommemes,Aishwarya Rane,1592024238,2020-06-13 04:57:18 PDT-0700,04:57:18,I put hella makeup on for a 30 min meeting with my bald<comma> married<comma> middle aged academic advisor. How are yall doing,,4700
zoommemes,Jeremy Green,1591829702,2020-06-10 22:55:02 PDT-0700,22:55:02,,,4600
zoommemes,Bakhtyar Siddiqui,1591760453,2020-06-10 03:40:53 PDT-0700,03:40:53,  ,,9600
zoommemes,Jennifer Zhang,1592765737,2020-06-21 18:55:37 PDT-0700,18:55:37,,,998
zoommemes,Marcelino Hernandez,1592845767,2020-06-22 17:09:27 PDT-0700,17:09:27,This meme did not age well lol,,438
zoommemes,Micah Wormack,1592762310,2020-06-21 17:58:30 PDT-0700,17:58:30,,,448
zoommemes,Bryan Silva,1590680850,2020-05-28 15:47:30 PDT-0700,15:47:30,My thought process during reading.,,5900
zoommemes,La Guiri,1592867515,2020-06-22 23:11:55 PDT-0700,23:11:55,I have been seeing some of this thought process around here and it makes me sad. Lets not let the 1 convince us were to blame,,506
zoommemes,Sam Min Sello,1591763463,2020-06-10 04:31:03 PDT-0700,04:31:03,I feel attacked,,17000
zoommemes,Samuel Cheng,1591917913,2020-06-11 23:25:13 PDT-0700,23:25:13,,,10000
zoommemes,Nia Choi,1592867992,2020-06-22 23:19:52 PDT-0700,23:19:52,,,187
zoommemes,James Wang,1592765972,2020-06-21 18:59:32 PDT-0700,18:59:32,Some spicy Reddit memes I came across,,346
zoommemes,Venus Triplitt-Bubbles,1592798383,2020-06-22 03:59:43 PDT-0700,03:59:43,,,1200
zoommemes,Cordelia Hsu,1592867807,2020-06-22 23:16:47 PDT-0700,23:16:47,One of our uni professor stalked her students on whatsapp to see if theyre online  The following voice notes said I wasnt born yesterday Youre fasting for Ramadan and Youre cheating,,90
zoommemes,Srinath Murali,1591816280,2020-06-10 19:11:20 PDT-0700,19:11:20,,,675
zoommemes,Chris Oliver Stone,1592867959,2020-06-22 23:19:19 PDT-0700,23:19:19,Eat<comma> sleep<comma> rinse  repeat,,154
zoommemes,Manish Aryal,1592867231,2020-06-22 23:07:11 PDT-0700,23:07:11,I just want to say a BIG congratulations to the class of 2020 Us seniors really had a rough last semester but we pulled through. I also want to say good luck to everyone continuing their college careers,,522
zoommemes,Sharon Park,1592508869,2020-06-18 19:34:29 PDT-0700,19:34:29,All of us.,,1000
